Location,Trees Lost,Climate,Latitude,Longitude,Recommended Tree,Trees to Plant,Carbon Absorption (kg/year),Average Temperature (°C),Average Rainfall (mm/year)
Mumbai,314,Coastal,-27.6249,36.0231,Mangrove,480,29,36.219289983337234,1711
Mumbai,281,Continental,-1.0458,-39.3249,Teak,366,38,14.18897113753033,416
London,155,Mediterranean,13.5085,-110.9056,Teak,279,47,39.48977146888766,2084
Sydney,913,Subtropical,19.9309,-65.7247,Baobab,1083,27,2.339719634887328,2525
Amazon Rainforest,934,Temperate,-5.8755,-42.2674,Cedar,1225,13,8.313696367319174,2967
Sydney,962,Mediterranean,39.4752,116.5202,Silver Birch,1222,59,12.676372599390199,977
Cape Town,772,Temperate,-9.7474,-0.9271,Silver Birch,950,41,-1.5058589405023741,854
Beijing,785,Temperate,-46.4806,108.7736,Teak,1067,32,13.337967800018852,1749
Beijing,221,Coastal,-8.5082,-60.2895,Teak,416,19,15.807485903444125,569
Beijing,920,Subtropical,32.453,15.5876,Eucalyptus,1093,33,8.26205066384118,1101
California,844,Coastal,-7.4494,-126.1618,Maple,957,30,9.41507933996482,2745
California,783,Tropical,-1.9818,-64.4465,Redwood,835,12,35.05226595265002,1946
London,729,Mediterranean,36.4641,96.6639,Pine,1006,50,-2.749444147873871,2486
Indonesia,187,Coastal,-22.382,80.8331,Cedar,424,54,27.493403824215186,1666
Beijing,818,Coastal,8.0518,90.1502,Eucalyptus,1067,18,18.808393160769352,2694
Amazon Rainforest,468,Desert,37.2758,-118.9959,Cedar,519,15,-4.1826867352526955,399
Toronto,219,Desert,19.5561,109.7653,Baobab,512,15,7.108990641383761,1808
New York,898,Subtropical,14.2304,124.7705,Eucalyptus,1147,54,17.76706826005405,1116
Indonesia,573,Mediterranean,-30.4964,97.0044,Oak,648,26,27.222842997071133,924
Indonesia,290,Temperate,-27.6636,-97.0973,Oak,472,22,38.22176042447406,1796
New York,130,Continental,-14.0928,-66.1245,Pine,261,17,18.317207820227463,2765
London,843,Temperate,34.7533,18.198,Teak,1017,33,29.948191633418716,2404
Indonesia,852,Mediterranean,-42.4194,84.9088,Redwood,1117,58,24.382983551126646,367
Indonesia,594,Temperate,25.672,106.622,Mangrove,892,42,23.213000220466043,1593
Mumbai,347,Subtropical,9.6966,81.8931,Oak,459,33,17.116527584464123,312
Sydney,943,Mediterranean,-48.0158,-63.2937,Silver Birch,1119,21,27.33280787309497,1601
Beijing,395,Tropical,-7.5671,31.275,Baobab,508,49,1.5002472007574505,1772
Toronto,178,Temperate,-7.1408,-124.4737,Silver Birch,461,23,-2.4865036595475902,589
Beijing,795,Temperate,27.1408,-121.6699,Cedar,998,51,7.782218786278873,1670
Indonesia,345,Mediterranean,-19.3432,-39.6565,Silver Birch,422,49,3.2385349989530408,544
London,241,Coastal,-13.6509,-123.2406,Teak,537,36,-1.2787690551926008,1917
Toronto,721,Desert,23.0023,-32.506,Redwood,921,10,38.798417056887764,347
Toronto,558,Desert,-10.5196,16.0962,Teak,851,19,31.681295323489955,1575
New York,302,Subtropical,-35.6223,53.8983,Redwood,459,31,36.32758060872445,2835
Cape Town,387,Desert,37.6535,-121.3303,Mangrove,522,10,32.52663513872638,2850
Beijing,744,Tropical,-24.4612,-46.8737,Mangrove,827,27,21.40342328554138,2818
Amazon Rainforest,141,Tropical,1.4678,109.5928,Cedar,433,47,39.06209045562999,2112
Mumbai,799,Mediterranean,-38.3631,27.9935,Baobab,921,27,32.216234098812045,667
New York,141,Subtropical,-26.2138,45.4732,Redwood,328,53,34.33467030110183,1145
London,194,Mediterranean,18.1955,-114.2717,Redwood,445,12,29.626838997285937,2459
New York,180,Mediterranean,30.0891,37.4936,Oak,447,52,1.7750530862246015,1320
Toronto,260,Subtropical,-12.7179,-106.8554,Silver Birch,487,41,1.5817126736414187,607
Toronto,843,Temperate,-42.9451,-38.6577,Maple,1122,52,39.72379210554872,1106
California,464,Mediterranean,17.9265,85.9738,Pine,589,53,22.527403037599175,2593
Mumbai,113,Mediterranean,-12.4058,-106.8561,Teak,361,45,-4.8364882987463815,1274
Toronto,453,Subtropical,-31.1804,74.2428,Pine,578,15,38.73063143668158,518
Mumbai,297,Mediterranean,-28.4958,-66.6772,Baobab,355,22,-3.196416551246673,2926
London,174,Subtropical,-14.4388,57.5166,Baobab,241,52,35.85412322759004,2520
Mumbai,642,Subtropical,26.5437,-28.522,Baobab,791,53,33.46116252366689,1421
Beijing,569,Coastal,-47.583,70.5051,Eucalyptus,705,14,17.625750138041898,2365
Amazon Rainforest,211,Mediterranean,-33.4966,-9.9655,Pine,493,55,-0.2916245830664117,2430
Mumbai,940,Tropical,-4.0172,14.5285,Oak,1191,37,-0.30168184763473516,2708
California,576,Tropical,-43.1539,16.9242,Silver Birch,667,27,6.1861453857312085,488
Cape Town,518,Desert,-11.7853,-88.4275,Silver Birch,668,54,34.827626410694506,2738
Amazon Rainforest,475,Desert,26.3549,0.0739,Maple,774,33,9.03424426852943,1307
Toronto,513,Tropical,37.7039,22.7396,Maple,631,42,15.414489613298212,2203
California,645,Mediterranean,49.7167,-81.3417,Silver Birch,808,49,6.923728656779437,769
London,398,Desert,-8.1215,-44.8516,Redwood,500,13,-3.7476967405161767,2703
Sydney,475,Coastal,38.3313,18.5519,Mangrove,666,53,2.411811887243215,2159
Indonesia,403,Coastal,8.0103,91.3048,Pine,465,11,2.718692525940531,1682
London,174,Subtropical,-2.9253,-98.5445,Maple,310,44,0.745878306498752,1959
Cape Town,945,Desert,1.2389,-89.0311,Mangrove,1166,33,25.770121869614627,2698
Amazon Rainforest,729,Desert,-20.338,71.3167,Oak,847,60,28.352403658553,2355
Mumbai,928,Temperate,-25.7357,-12.9211,Baobab,1008,48,19.275287095689748,1880
Toronto,158,Coastal,-20.5991,-107.589,Maple,452,24,37.47028604946209,320
Indonesia,762,Coastal,-13.2613,-85.0267,Maple,985,52,21.010120967481935,842
Toronto,863,Temperate,-10.4486,-105.3369,Pine,1127,57,19.90180313670247,2487
Beijing,988,Desert,-37.6471,-18.0532,Silver Birch,1135,19,27.14682670477935,1339
California,457,Tropical,8.0945,-94.4258,Oak,658,58,9.361892722659348,693
Amazon Rainforest,346,Temperate,33.3158,60.3455,Redwood,586,52,5.961721770381498,1993
Sydney,959,Subtropical,-18.1656,-3.0291,Pine,1202,29,27.582265929585198,1341
New York,785,Temperate,-15.1197,36.8857,Pine,1076,12,30.395035027564703,1471
Mumbai,986,Continental,9.949,10.1361,Teak,1271,24,31.32859503875224,2881
New York,828,Mediterranean,-24.297,7.2729,Oak,1087,33,24.999511111520164,2576
Sydney,712,Mediterranean,19.3062,96.5488,Oak,873,56,10.200733677186037,1401
Amazon Rainforest,426,Tropical,-0.4614,-35.2083,Oak,593,59,33.659131177679036,2622
Sydney,438,Subtropical,-11.2429,62.0257,Oak,640,25,12.86359365647505,2269
New York,117,Mediterranean,-26.293,40.6921,Oak,171,27,18.48114087776959,2654
Toronto,862,Temperate,15.0737,6.375,Redwood,1140,30,-2.2570175761806714,1473
New York,813,Coastal,-24.0181,-121.5153,Oak,921,14,16.686898368497825,1005
California,885,Subtropical,21.942,108.1303,Baobab,988,36,18.196781269902385,2695
Sydney,824,Temperate,-5.2797,49.6917,Mangrove,908,59,9.256837924970593,558
Mumbai,494,Temperate,-20.0019,21.8848,Oak,603,60,39.249825250203486,1064
London,964,Subtropical,6.4191,-91.1916,Oak,1051,36,5.720170437606988,2209
New York,154,Continental,31.8171,-11.5968,Cedar,263,50,-2.6922419908920077,2580
Beijing,153,Continental,19.2327,86.259,Silver Birch,275,51,16.986315030179135,2610
California,952,Tropical,31.7011,-28.8011,Baobab,1133,26,37.20654388879642,2243
New York,196,Temperate,-2.3359,55.6223,Redwood,444,14,15.120268152941051,2653
Amazon Rainforest,825,Desert,-16.8993,-39.5759,Pine,1109,29,-3.545376762785855,1505
London,886,Coastal,-37.7941,42.5471,Maple,1048,12,18.872321245661222,1641
Amazon Rainforest,201,Coastal,45.7477,96.797,Mangrove,386,54,34.127052102274796,985
London,631,Temperate,-39.7676,67.9141,Mangrove,809,12,6.137074043357565,2727
London,309,Temperate,43.0861,4.0829,Maple,434,16,14.370560015960823,2762
Toronto,161,Tropical,42.2483,-107.0711,Teak,287,19,-4.491285155152443,2597
Sydney,719,Subtropical,3.0906,-86.9122,Eucalyptus,838,13,-4.753479797970964,773
New York,804,Tropical,46.8932,51.3088,Oak,909,12,14.175044986362359,2873
Amazon Rainforest,175,Temperate,43.3263,57.7424,Cedar,448,31,3.819093861312769,970
Indonesia,829,Subtropical,-13.9037,46.7369,Oak,951,14,28.435021729791508,1918
Toronto,892,Mediterranean,-49.928,89.2061,Silver Birch,974,16,4.251526929886317,311
Cape Town,267,Desert,29.4631,-69.893,Teak,527,48,6.46241538177093,1899
Beijing,493,Continental,-48.4109,101.394,Eucalyptus,718,26,-0.027168846101010224,480
Beijing,344,Tropical,22.352,90.749,Cedar,445,10,16.435452374975096,2090
Beijing,906,Mediterranean,-28.0492,-123.2307,Cedar,1129,14,18.348842090598197,1787
Beijing,745,Tropical,39.3216,-60.0415,Redwood,999,53,21.061485220555937,237
California,510,Continental,39.0797,83.6451,Teak,785,30,-2.1605172560921133,1898
Sydney,888,Mediterranean,28.6204,54.9771,Silver Birch,1167,27,1.2944033397081984,2043
London,792,Coastal,-9.5134,4.7893,Oak,1081,44,0.5932628984095771,2637
California,427,Subtropical,-34.3994,-94.9411,Baobab,625,60,22.495488010441278,252
Indonesia,514,Coastal,-33.9262,93.2933,Pine,603,18,32.44186895953974,1899
Sydney,127,Tropical,35.9483,57.8784,Cedar,335,11,29.412915620239446,1857
Sydney,447,Subtropical,23.0717,-88.0561,Pine,660,27,0.46109702052698687,1339
Indonesia,570,Coastal,35.5452,10.843,Pine,757,60,29.15978349782761,1159
London,804,Temperate,24.1048,9.1838,Oak,1080,38,28.72360844404647,513
California,842,Tropical,-1.3748,72.0193,Pine,1087,16,24.345765957185705,1770
Beijing,582,Tropical,-4.0838,118.4219,Redwood,729,17,-1.1806840594641628,285
California,128,Desert,-14.2624,16.6164,Silver Birch,404,46,2.608314589776575,1266
Indonesia,594,Coastal,34.9641,3.8547,Mangrove,845,52,12.717942778192501,2317
Beijing,330,Continental,21.268,86.3244,Silver Birch,488,51,16.309170031625467,2954
Toronto,726,Mediterranean,10.9096,84.8301,Silver Birch,935,22,-0.3013072254111826,2021
Beijing,281,Desert,-26.9404,-50.1657,Eucalyptus,353,36,33.68054190380916,1884
Indonesia,694,Desert,8.5237,-65.6604,Oak,886,35,20.15407781598399,1641
London,565,Tropical,-17.9497,-85.079,Cedar,667,45,24.863679089720563,2834
Indonesia,499,Mediterranean,-48.3131,-54.3763,Baobab,721,38,39.48013030814358,2886
Toronto,508,Temperate,-6.0276,36.4791,Eucalyptus,682,32,3.1002748899502706,1547
Sydney,177,Continental,-43.6606,14.4905,Cedar,373,14,3.4857967122645235,2132
Toronto,749,Tropical,-31.3024,109.3814,Cedar,980,43,14.98083965422608,2888
Amazon Rainforest,547,Desert,40.2046,-21.3232,Silver Birch,687,14,28.558765076978275,1009
Mumbai,301,Subtropical,9.6081,32.5115,Mangrove,564,35,19.486997084179563,1833
New York,999,Coastal,-36.4724,43.846,Maple,1128,17,17.967267379127964,2182
California,463,Desert,8.5573,122.4032,Cedar,606,10,21.297671106991455,2232
Mumbai,666,Continental,23.0011,117.6334,Cedar,855,55,18.122911340303034,1898
Toronto,196,Mediterranean,-1.8787,-94.0689,Cedar,264,45,28.55759001893623,2673
Cape Town,142,Tropical,-40.0362,-36.5145,Teak,231,52,19.295327956752782,1497
Mumbai,388,Subtropical,10.2382,112.2299,Teak,501,22,-2.4148789622965117,2529
Toronto,717,Subtropical,-26.924,102.1147,Baobab,856,11,0.5493395925302531,321
Beijing,234,Subtropical,22.3083,-40.7632,Redwood,527,11,22.39848776234574,1040
California,556,Subtropical,-12.6147,-82.2884,Silver Birch,728,14,-3.5740550156583293,1569
Mumbai,257,Temperate,-18.507,78.5878,Redwood,321,35,16.890006030662096,1128
London,386,Coastal,-5.3552,36.6426,Pine,489,56,35.87286902250922,2898
London,694,Mediterranean,18.0751,25.2919,Redwood,852,11,37.421282359016566,2220
Beijing,199,Mediterranean,27.8271,83.5091,Silver Birch,468,23,26.463503931153816,655
Mumbai,889,Desert,-11.5682,-46.1871,Silver Birch,1150,57,38.37346080622926,2874
Amazon Rainforest,997,Subtropical,2.3884,126.8592,Cedar,1160,40,2.8119856204916003,2459
Amazon Rainforest,236,Continental,43.1658,-118.1378,Eucalyptus,458,57,6.130319955117368,533
Mumbai,118,Temperate,-30.0742,89.0887,Teak,177,25,-1.9696612956834154,1141
Beijing,888,Desert,41.244,-78.1117,Pine,1125,59,20.351518886949684,217
Mumbai,697,Continental,-32.9482,17.2844,Mangrove,990,53,28.906274770092303,1609
California,529,Temperate,-5.6488,65.7555,Redwood,811,14,26.961252519605996,2606
Sydney,196,Continental,-14.8367,-76.1296,Baobab,296,17,23.32054736355482,2889
California,752,Coastal,26.8212,-48.0769,Mangrove,872,44,25.92568931762156,1134
Amazon Rainforest,621,Subtropical,28.5824,-122.6417,Redwood,786,57,16.008245545448677,1777
Indonesia,104,Mediterranean,-43.647,-80.804,Eucalyptus,218,25,7.439795048467218,2654
London,756,Coastal,-42.5455,-19.8927,Baobab,938,45,-2.51622325607006,2492
London,896,Subtropical,22.8689,-51.032,Oak,1181,25,13.486142339705001,202
Mumbai,820,Desert,42.786,-49.9372,Teak,1037,43,16.90011004513702,1867
London,724,Tropical,-20.7882,-108.4896,Baobab,884,35,17.67908351816138,624
New York,118,Desert,32.3338,-46.3071,Oak,171,20,4.809949816045986,2483
California,169,Coastal,-35.3351,-51.6415,Maple,359,33,8.20093270358027,1689
Cape Town,856,Mediterranean,10.2086,18.9789,Pine,1121,59,3.2992417702598438,2006
Mumbai,171,Continental,-13.1341,-16.4122,Oak,277,59,24.714500281296946,2381
New York,835,Subtropical,16.0252,-58.4266,Oak,1118,52,23.428700855542612,711
California,365,Tropical,-43.149,69.6599,Oak,495,14,22.3249089919982,853
Beijing,232,Desert,-15.695,-74.6786,Silver Birch,374,45,3.4449387505084257,1522
Amazon Rainforest,643,Desert,-42.0038,-57.0573,Silver Birch,754,40,5.2690981091830515,2147
Amazon Rainforest,866,Desert,49.9986,-119.2288,Maple,1021,12,4.414722040404309,1982
Mumbai,115,Tropical,49.9499,-77.5181,Eucalyptus,392,30,26.55847955758948,1905
Cape Town,127,Temperate,-14.4459,-118.668,Mangrove,200,43,38.53559012171887,431
Beijing,133,Temperate,38.5135,52.0217,Maple,365,50,19.396488755305853,1458
Indonesia,426,Mediterranean,16.5577,-109.8914,Cedar,607,20,39.449343319317045,1869
Amazon Rainforest,602,Desert,-49.6726,102.7543,Eucalyptus,748,29,33.05198379244403,1992
Cape Town,134,Subtropical,-45.8806,-60.3445,Maple,188,28,28.469752426010828,2245
California,129,Tropical,5.3669,-40.11,Mangrove,369,37,29.891874067279844,2293
Beijing,868,Tropical,17.1637,-74.6885,Cedar,1157,43,7.816272485165628,330
California,197,Tropical,28.9225,-23.5959,Teak,423,29,2.4408634650817804,2526
California,484,Continental,12.5445,73.8261,Teak,777,49,2.332909480500442,1959
Indonesia,956,Temperate,-39.088,-63.6026,Mangrove,1234,37,-1.604936536517961,1900
California,963,Mediterranean,-43.5069,-32.1721,Baobab,1202,11,11.037889520713943,2621
New York,883,Coastal,-12.4673,5.6426,Teak,989,40,3.3014185803294573,2769
California,301,Tropical,38.6959,115.8324,Eucalyptus,398,21,32.62691730777529,1601
London,304,Tropical,-24.0823,-2.4455,Maple,451,39,20.361554475684965,2888
Mumbai,848,Subtropical,32.2044,-22.7603,Teak,1145,36,36.26262236129032,2065
California,389,Subtropical,7.7482,124.0532,Cedar,603,40,3.179537518325075,754
Beijing,889,Desert,-42.8398,-78.862,Baobab,1066,53,0.2618190288996898,318
California,579,Continental,-21.992,25.1398,Redwood,652,19,8.954319055212254,2398
California,297,Coastal,-21.0555,78.1707,Baobab,575,13,12.785677713082894,1451
London,337,Coastal,-10.5362,117.8405,Baobab,423,35,14.234522625271293,1250
Amazon Rainforest,358,Coastal,42.046,-52.8172,Silver Birch,519,60,1.2992946547010176,2575
Mumbai,662,Mediterranean,15.5234,-76.6505,Cedar,893,24,16.430879999066235,2994
Toronto,915,Subtropical,29.2824,11.2104,Baobab,1121,13,22.11875612485572,1170
California,667,Mediterranean,2.3679,71.3154,Cedar,893,30,27.16240938451149,2933
Mumbai,114,Coastal,-31.2443,96.8389,Eucalyptus,381,46,27.34902675286032,1377
Indonesia,664,Tropical,-26.7933,-123.5654,Maple,714,59,12.298070014846733,2574
Cape Town,529,Subtropical,-39.998,-78.1581,Maple,709,16,-4.1944089070446005,2919
Toronto,552,Desert,-8.2159,85.7839,Silver Birch,697,58,8.038022498890223,2911
Toronto,613,Subtropical,19.9483,70.1897,Maple,793,58,21.308460901471715,2074
California,574,Coastal,7.4471,-75.6809,Maple,760,33,-0.24037037696649755,231
New York,580,Desert,35.4069,-78.0837,Cedar,783,41,6.546454610232134,2589
Mumbai,364,Coastal,21.7615,-79.4169,Pine,426,58,9.888777355250967,636
Toronto,843,Mediterranean,-48.5074,-75.0979,Cedar,1084,11,4.88367276458332,1244
Beijing,286,Desert,31.4917,30.1463,Eucalyptus,432,38,15.670594854530329,659
Mumbai,935,Temperate,-32.8519,62.2716,Silver Birch,1081,30,37.12967708345926,1490
Cape Town,308,Subtropical,34.6909,104.7244,Teak,575,57,19.33387735235393,2675
New York,987,Desert,-26.1581,-58.5729,Cedar,1218,57,6.131008449782923,760
New York,347,Continental,9.2435,55.3478,Baobab,427,16,-0.279417767589484,666
Sydney,603,Coastal,36.2814,70.5201,Baobab,679,41,26.524637522312073,473
New York,928,Tropical,-39.4549,20.7214,Teak,1076,13,10.547680332376462,2282
Mumbai,356,Mediterranean,-17.9229,98.8601,Pine,435,52,28.019429803203906,1641
Toronto,101,Mediterranean,36.6894,-121.2492,Redwood,292,28,32.727312005575165,1877
Cape Town,136,Coastal,-36.2363,105.6931,Teak,426,11,-1.0919362977833256,1855
Toronto,856,Subtropical,18.6526,-49.113,Mangrove,999,28,39.18745065460541,2052
Mumbai,448,Mediterranean,-46.9805,12.4858,Baobab,516,30,22.513572576238584,668
London,336,Temperate,-9.2269,107.3986,Eucalyptus,532,24,8.071165409167318,1527
Indonesia,467,Coastal,12.4819,72.1819,Mangrove,522,25,27.881424238956747,2059
New York,604,Temperate,25.2565,74.8114,Silver Birch,779,21,28.613786014528294,2189
New York,107,Mediterranean,-21.2626,74.454,Redwood,253,51,19.69629986416831,1562
Sydney,199,Temperate,35.3187,112.0267,Redwood,496,42,37.93043787919888,2574
Beijing,977,Mediterranean,36.1774,17.6165,Teak,1086,32,20.297299591623943,2822
Indonesia,586,Desert,11.427,122.5076,Redwood,676,55,10.817721085170298,2774
Mumbai,923,Continental,32.7713,21.0924,Pine,1151,26,28.738898012700936,1450
Toronto,905,Desert,30.3551,-53.9019,Baobab,1178,22,-2.0416988332600843,1762
California,576,Desert,5.2583,-55.6445,Silver Birch,681,46,39.12630050467971,2757
Indonesia,516,Desert,-43.6671,14.7705,Maple,610,57,12.338746195695183,2032
Amazon Rainforest,684,Tropical,10.8796,-119.0728,Redwood,852,32,2.8734558737916096,578
London,111,Subtropical,35.6255,-54.025,Pine,162,30,22.729705845666828,1061
Beijing,740,Temperate,-6.3889,29.3719,Redwood,974,17,-4.11882468542785,852
California,940,Temperate,-47.1618,-45.3775,Eucalyptus,1046,37,-3.021286670862983,2372
London,897,Temperate,-37.8549,-12.1287,Mangrove,987,24,1.180541529910947,700
California,279,Continental,-2.1812,-86.9283,Eucalyptus,414,38,10.309125319576829,1978
California,631,Temperate,6.5867,-89.7993,Oak,706,33,-0.44117285162354314,2256
Toronto,165,Desert,-27.0178,58.8372,Redwood,245,41,18.29692940554461,249
California,481,Tropical,-15.8671,44.1783,Redwood,567,20,33.243095199436326,2709
Indonesia,546,Coastal,-30.121,-95.3989,Redwood,820,56,33.01724821229145,1747
London,366,Mediterranean,-37.8464,-17.7739,Teak,588,23,-3.907676050033868,2663
Beijing,461,Desert,-11.4065,-122.2074,Maple,511,44,28.876542578765694,1247
London,965,Tropical,-8.4425,25.4258,Pine,1190,60,31.202559406412746,2428
New York,350,Continental,-24.9363,106.0085,Oak,424,46,10.115886605669612,1648
London,771,Continental,-0.8572,39.3735,Silver Birch,988,16,1.6713854617438164,1547
Sydney,483,Temperate,-23.4921,52.3608,Maple,652,20,17.47542057539017,263
Mumbai,687,Coastal,7.9466,6.3731,Baobab,771,15,-3.7647261419059657,681
New York,532,Temperate,12.0004,79.6408,Oak,828,20,-3.0552954223826694,1832
Mumbai,1000,Desert,33.1819,33.3434,Baobab,1222,26,36.98608909195561,2495
Beijing,456,Tropical,47.2633,114.1641,Cedar,754,55,23.140661777070235,703
Indonesia,668,Desert,-13.82,-127.3357,Teak,794,48,21.763052715209028,959
California,792,Tropical,20.1022,54.6967,Oak,1055,32,31.717001924584693,2781
London,257,Continental,15.2012,5.1461,Teak,422,42,17.654187041536474,1201
New York,363,Tropical,-41.0189,109.9176,Cedar,547,54,2.0745719253605657,2318
Amazon Rainforest,574,Continental,30.246,-58.2346,Oak,730,11,12.94517859820018,205
Sydney,739,Continental,28.3974,-36.0275,Mangrove,1037,48,-1.4270644726508221,2155
Sydney,327,Temperate,-21.6907,-22.9073,Mangrove,378,16,13.095175914638364,2861
Sydney,391,Temperate,28.5836,-15.6167,Pine,469,53,26.927702019799174,2158
Cape Town,123,Desert,-1.8697,-123.1868,Silver Birch,174,54,2.8993534418587092,2647
Cape Town,600,Temperate,18.8457,-54.3949,Baobab,733,51,17.40712359766595,2519
Sydney,481,Temperate,-35.7209,-78.1339,Mangrove,587,26,17.89352125000666,2772
Indonesia,218,Desert,-40.5805,-57.9878,Silver Birch,272,56,16.08331509945801,552
